ID,Upvotes
131958,114.31827
195598,10.578922
6177,25.22164
10574,6.880363
181076,35.66575
170742,21.231941
123659,45.840885
293962,38.684895
423136,228.46295
90343,161.35507
422113,9.000621
377322,13.960536
232647,7.828669
320851,57.40638
121520,58.12063
46307,8.209589
137345,24.487206
426975,14.57265
126697,7.97232
188080,18.746258
399469,67.89462
199602,321.5472
335704,54.36486
20602,11.447218
74016,45.549355
374627,357.67276
169941,87.890755
267769,127.55467
108489,5.9495897
51782,12.636384
160092,25.301168
152160,137.94572
162504,28.206573
286106,90.79863
331480,37.88269
451655,33.68041
311726,15.48177
199325,72.439735
24806,11.375804
237104,7.1843224
252830,91.78001
273090,27.526497
115172,19.975645
28445,78.33494
153732,118.645226
40870,5.4998574
212207,41.036755
411175,8.75787
213177,24.052767
149578,7.9067507
329243,29.871841
163630,39.81087
11802,6.1230783
12726,28.412807
92182,13.781782
308356,9.676586
342196,16.8002
435921,61.156002
20084,26.839542
211485,18.298592
52505,15.228392
400015,36.678867
376091,21.254757
169994,13.571514
447639,40.460934
371187,9.55316
90597,11.946626
142364,9.391292
333824,42.802547
148970,39.876724
164926,49.248272
385738,62.852554
252511,49.810818
74994,14.354432
181215,10.813787
175240,20.9169
326299,28.028162
147014,46.85728
43,24.001032
168852,12.593201
139899,156.3862
92827,31.70246
165023,11.884418
65135,115.8937
438924,11.367405
395456,8.071606
80156,502.29016
279666,103.868
30329,12.40532
351240,7.330265
12342,14.331421
327306,95.62312
110149,5.4668612
368744,14.698608
343321,10.515122
79366,40.682858
199920,11.149049
446787,23.843752
272292,20.717697
333092,12.675684
82097,76.82958
405496,16.896425
464141,20.141304
34565,12.898919
446335,20.691587
38895,67.13182
326932,183.58524
461640,13.314727
386626,17.682257
217886,31.111553
321498,19.751978
202584,10.247106
99937,24.745703
92509,23.180618
45223,36.86823
72671,36.191025
398035,8.305942
154437,42.931755
468623,94.67027
316964,7.9559236
208692,20.894684
64213,21.624401
204826,14.914643
296884,130.07878
387856,8.696525
52733,43.600693
433114,51.74222
57249,117.5358
162316,14.321245
422712,6.9079432
444109,4.707888
349477,381.4459
128102,195.3169
411957,17.754837
294032,16.814425
223753,23.705374
357921,163.05371
73844,8.624269
365578,29.807802
380793,14.011539
218609,26.839542
291475,9.004437
237002,11.106869
232371,12.240181
168273,24.825788
75316,10.91853
3824,20.350208
438075,4.8700294
160250,72.843666
380340,15.311608
352801,198.66139
305068,17.975264
85319,10.352702
27745,45.431816
37261,16.508652
368918,15.385849
337189,9.949068
3327,8.635737
133421,46.22246
30437,23.777708
136054,346.6092
312527,27.468317
370874,13.001494
140592,24.509718
377841,261.329
71778,31.080742
199950,27.526497
190852,21.235577
67830,33.632046
208455,151.54253
462157,13.501276
228701,41.00369
329939,342.48007
440520,10.374227
367764,58.757015
127480,10.700168
186438,40.444378
200433,9.823552
200134,35.396675
99675,58.389194
307262,11.501619
354584,21.466293
402847,26.086163
90838,8.0093975
152632,42.120148
270904,122.62659
107095,246.39525
338868,168.96495
372699,21.89021
443059,7.6328025
165124,6.7792387
399562,111.00494
111046,24.45357
174685,21.146017
391584,33.99864
174366,6.854392
278958,10.80868
115864,17.67402
361314,8.610848
421516,10.781153
100374,49.023003
406729,14.745232
220801,11.757115
416422,12.467528
211886,9.9136715
267518,69.79866
280059,341.45844
366682,5.5620656
67621,41.33678
192871,139.1448
138413,13.84399
119620,58.054554
11743,79.278076
428813,20.193455
196073,9.898286
218231,26.554102
384151,10.178734
283952,356.95706
2991,20.079096
171726,25.321575
252146,87.39057
324628,10.980739
72747,6.72295
302444,10.187639
10388,36.116493
354884,165.49318
288553,34.54805
93869,10.885999
22811,67.57359
238460,296.92307
23802,26.839542
422280,18.460089
325172,98.55252
172020,24.867455
187953,9.260187
188192,25.573143
330904,17.423828
284767,72.36673
205553,13.581162
168767,15.814407
162077,55.193165
133451,21.20925
93947,10.885999
428947,341.9883
83780,98.8983
439983,34.844772
279138,11.997474
308365,91.5342
19830,230.36436
161385,18.992237
54460,26.554102
339332,31.33108
168175,47.687443
395119,68.498604
38900,47.47682
270094,15.84795
18850,498.1677
248185,28.19257
436096,52.938618
252096,15.481561
401352,17.441032
137528,42.243164
463563,79.627815
225666,29.10819
116407,39.369267
285841,11.52005
3742,15.427429
382299,9.063107
198550,50.222294
343916,19.101704
163262,90.041626
97581,158.0272
382751,49.965748
95025,64.20046
107932,15.673262
263896,18.70872
384260,31.211187
139494,45.075375
156849,87.017044
24318,123.31942
370014,18.077309
221251,5.8778405
349113,11.120391
340987,15.567585
400443,29.997715
62920,13.8489275
178234,28.814648
253174,123.47022
230748,4.8700294
20459,6.7512746
212486,15.762067
253230,11.509426
336004,13.694032
102400,23.851233
147182,15.214275
111255,45.999912
430362,10.89843
78582,11.772986
179489,20.538702
162205,35.299656
279719,19.290949
59132,62.929497
4009,63.71434
242710,17.187374
131075,34.47776
274995,24.851135
272967,5.1435075
253851,7.8945656
20358,12.083331
257745,152.58086
245057,21.269905
410087,13.260329
43641,17.31274
223879,12.489473
79277,10.094889
108719,64.80565
412138,166.35237
124647,77.51937
264360,6.489821
361215,10.0227585
13014,29.511606
76205,237.64227
248030,102.833984
217583,41.76877
382988,57.400482
176349,13.312103
288133,29.212477
239481,35.138027
358651,40.68307
222577,8.76804
249716,33.168633
142936,6.1715403
58428,25.34911
218295,80.664764
232636,32.754288
133591,8.69718
72677,310.87585
69364,105.69371
78826,69.38586
453053,52.822536
61703,236.93828
275694,10.455452
268511,16.154121
5672,42.492798
14332,10.573124
40515,11.37891
200927,30.856354
205809,92.4839
139471,44.547867
20713,22.177795
182073,6.615821
372698,114.29799
78718,52.315487
417253,5.9400487
395449,8.966131
457430,15.287157
433971,10.422774
223854,20.894684
389996,19.49565
81076,7.581508
450794,10.4071045
36684,32.511658
261673,10.116526
193042,98.860634
118716,9.898286
471417,36.175488
357501,41.383
306463,77.73012
265063,165.97438
21040,7.2420692
313742,18.313276
465651,38.287994
457228,8.610848
141028,101.24402
223165,47.340137
31744,23.558788
122012,150.28871
364994,20.973022
28910,22.57564
344159,18.554197
278656,37.359222
283676,170.3476
260236,9.799429
192123,19.293365
92604,19.103523
55200,8.744563
396999,157.02878
421656,29.526785
326123,151.71336
38468,15.194834
456363,66.4076
219808,84.01119
288518,12.058281
268204,12.110451
333629,5.4073
141766,9.032441
211660,27.695713
202232,6.7623963
271731,8.48838
319163,42.72334
218894,37.478893
161708,10.092402
187248,64.855995
89364,11.447218
154907,115.97493
402253,9.676417
150443,18.004934
277332,7.1891813
446040,32.90827
41219,30.500967
2605,5.0812993
111997,139.23582
163360,13.970536
15766,14.808924
73892,20.639519
157157,37.93654
443300,33.70407
59200,10.723164
204424,20.441154
422150,10.3421335
155171,79.517296
286932,44.288303
104563,10.430154
49746,14.916044
275795,8.940812
358546,11.860783
136494,9.676586
81280,58.4649
457013,20.259897
374254,14.015494
158330,25.270418
321791,57.87496
355143,17.448748
412349,88.86223
270726,55.30456
99867,16.13137
21754,31.235952
29745,14.059124
291222,27.197866
246522,47.323196
47577,14.317587
270686,11.447218
229015,21.73995
230076,28.14914
201890,24.271612
112052,78.57663
148229,29.716375
89925,38.92357
78685,9.162499
462934,31.393288
285452,432.3987
461218,28.466095
411997,5.9160986
48567,11.73407
292877,36.893894
241049,33.62115
6780,24.62734
237162,49.358444
235247,43.24119
86510,48.244995
249602,11.931823
426689,18.340586
570,11.171667
206887,116.24282
17865,23.081406
39029,11.141341
420914,230.02107
206448,108.35137
44034,26.71202
406509,28.653042
321388,46.28467
140562,47.714138
175017,500.45483
152710,13.756848
150584,24.001032
117279,118.589874
402733,10.807803
128222,13.581144
155538,37.10655
13050,8.973898
459909,10.314754
279689,20.481401
363010,237.01471
389170,18.582434
212885,54.324566
203956,54.741425
413258,65.313965
229263,17.28956
382695,41.349503
37888,32.094685
461660,32.792442
165254,29.42892
296767,13.330423
158406,49.00931
152415,9.567652
46258,52.094685
284450,180.18538
420345,9.162499
14226,8.818261
131999,68.41335
470446,10.1451845
374215,19.97638
463377,35.15486
425680,11.509426
239840,22.191431
123761,11.931675
48426,56.986042
30566,10.744337
401804,8.0093975
181107,46.567444
361488,54.637226
3080,18.89064
120497,255.1945
268158,13.14801
168634,23.310785
126318,29.871841
126708,33.029625
218516,85.23125
433983,8.387761
272564,92.4629
189311,13.14801
103684,71.44134
118799,6.841447
65045,118.164536
371908,28.528265
389402,31.28891
139026,105.33105
428565,123.071075
60188,43.600693
385379,307.26157
115963,44.17323
317292,7.856764
91299,18.710188
42826,23.698368
329351,8.060554
45049,72.02303
87129,78.99953
40525,18.198236
273347,42.869545
132295,5.835118
397237,25.984705
411528,29.164986
417472,27.695713
51299,24.147203
3043,36.481426
314497,10.160416
283562,33.12645
427611,14.444193
254580,17.31894
241600,22.913506
302172,25.029642
356918,119.0268
98432,24.714996
462804,38.286083
380280,30.715523
191195,10.370261
245035,29.39035
393373,7.424619
30926,25.62399
105194,15.937202
144606,29.914434
59362,136.45128
137201,205.24895
373849,26.049976
212418,359.10956
286296,40.09788
185190,99.8747
386790,8.99796
199235,22.226437
132176,8.63451
322171,33.464367
182019,12.583725
265572,6.394754
73217,14.745232
396977,53.897266
239967,92.12886
228649,27.059704
150408,85.250496
166125,8.491321
195305,62.098206
44099,89.329895
220710,62.874817
295195,88.73458
237150,12.468814
47873,226.48
402883,11.455652
466972,14.860897
209882,20.656464
81562,13.407029
363431,29.716375
48893,13.512099
251471,79.77002
278403,17.763657
436041,51.15083
21659,25.417606
468244,35.507923
238999,27.028322
387279,8.966131
258882,13.77237
166825,81.06568
17459,134.02457
373055,202.8216
236495,67.979706
101426,89.88908
228396,128.56699
283887,130.84181
8584,49.81489
129774,26.914114
61025,10.162478
250750,16.603104
136453,18.917315
25161,38.342518
100014,9.688943
254757,81.88854
460019,90.79863
182402,12.480801
20345,17.028742
5802,19.185053
416767,42.60174
222008,12.548983
201334,10.736893
74139,145.56757
109805,32.825344
105593,12.690199
176414,18.55052
50439,33.84294
259991,54.578964
156422,9.404286
32595,35.537506
4112,88.87696
225057,35.87813
70885,98.4027
376987,8.69718
248644,81.67539
277076,140.7759
398086,29.997715
5476,15.188796
248540,47.386368
160310,57.928448
137352,5.1996584
45341,71.63084
142314,62.558678
94934,9.614209
347770,57.410378
330309,10.10072
154411,13.0189905
273630,9.88686
423524,24.139877
74039,9.100291
389328,96.812
422092,25.23896
301848,27.780521
3075,48.1885
92388,26.6447
182968,27.367208
294434,13.341673
197140,41.767097
247223,26.991112
60528,85.89844
405242,7.1460376
218547,34.883865
63063,83.733894
378166,76.560776
321582,7.994803
262309,16.644815
131448,21.25465
165836,20.32161
12732,541.1744
5309,14.5759
313455,23.954844
428914,28.06772
75441,20.856506
114969,14.807865
445435,37.81758
458328,57.5759
85411,139.22786
176888,12.359666
368323,11.676585
114871,5.436814
281190,19.470215
19791,25.332527
180479,65.02042
201939,22.211605
106254,188.58461
23788,11.591445
312243,65.993256
179060,6.7792387
258189,61.089138
265093,9.83203
157073,5.2122183
455239,26.141436
423301,9.550336
31089,15.152067
247863,55.595566
31350,8.84318
164587,8.878604
76880,11.423114
127107,12.254796
347054,34.788822
300960,44.317608
457705,17.84319
305682,46.60951
350169,28.018639
464117,9.212466
84160,56.117916
220288,10.79001
438010,18.55052
190179,24.62734
152387,8.841144
317117,16.240765
389334,8.141287
454331,48.03878
469651,37.569775
261586,14.978025
439990,44.284935
57272,5.2510476
429797,10.377939
418533,12.92766
305261,22.454126
285695,53.39751
368277,11.561735
287290,25.563318
303577,31.68328
20466,10.410908
76368,32.816498
167646,18.772396
345260,65.99987
423542,105.75592
173487,14.088373
17568,16.203804
335512,18.746258
32858,10.7464075
379393,512.8654
333405,28.619194
83785,29.09649
140095,18.388973
461823,11.834196
183053,231.96085
450737,19.767393
295029,87.353294
328650,503.93295
404747,9.597954
47826,16.965635
300651,12.187883
433993,51.85894
306875,6.6890664
19524,21.220137
386054,12.323518
434523,15.648617
427590,12.95619
189108,97.80259
367214,44.619427
307842,71.71468
186617,9.592646
240388,8.529406
11830,15.50671
174867,67.40775
1206,13.84399
78642,345.88837
66702,21.047361
446342,17.652208
37623,13.0333395
143440,11.763796
247675,16.92327
73242,5.2625365
346618,44.75084
277716,42.123093
276859,61.21933
238372,41.694866
56259,39.238243
38717,13.154313
374379,62.59318
231004,21.485622
123366,25.009302
231557,37.708294
225828,10.144859
459275,25.346605
407953,19.191246
33503,11.305197
438684,48.19834
70988,5.8778405
279301,248.9593
131188,11.146437
58021,27.780521
362670,13.808764
147129,18.188025
191461,4.95505
119305,12.2495165
450618,60.74401
74727,5.499022
16212,90.42457
99553,65.19218
322053,9.516705
402355,17.985994
406574,18.828432
294022,18.374926
272438,24.284153
188800,108.071785
282308,39.539402
24685,53.879833
268515,16.744598
463903,25.713268
24956,26.611542
159959,24.6234
363846,26.612457
309096,41.11987
261684,17.116816
187115,20.913568
276526,30.79475
85927,17.374949
191460,31.53484
333914,66.282425
173077,11.653653
79573,21.783178
196177,7.612428
51517,15.8411
385206,47.340137
285953,7.75521
95572,14.379795
271242,13.781782
298531,107.03975
134182,30.180431
146031,23.55306
375670,50.44143
192070,33.36759
82677,15.586409
458909,9.687511
101298,251.0455
339249,13.657089
254972,60.670628
437963,178.98457
208273,10.377939
208799,22.083672
416153,25.640825
200903,6.409163
207547,945.9134
171979,171.04861
193755,11.441095
152009,11.146437
7047,11.349377
462199,8.051756
379924,13.5783
201171,8.63451
470615,14.312319
225150,49.998035
224636,64.06445
305330,43.838955
207637,22.13338
240208,69.43942
269763,6.2558403
332973,67.19403
335452,72.36673
318491,46.567078
403309,11.188678
217342,35.940723
413860,18.20787
47619,39.67235
264698,233.93472
253885,24.844135
200489,13.781782
408067,11.7746725
377701,16.616543
70463,12.059682
144600,8.114709
40549,56.537197
240980,9.320702
338791,25.005901
326406,15.084091
116534,182.12921
322754,81.96293
105213,11.426215
156293,16.029861
64605,179.57538
378016,10.773095
182043,53.530758
38202,10.021543
186685,6.14976
385587,12.545211
239622,59.793705
379100,110.18597
316591,4.7700963
450327,99.845276
454430,78.36424
215328,41.79218
371130,22.30662
45092,36.925274
237015,15.851018
373606,12.912515
345533,69.913864
168764,15.228392
261217,10.116526
406135,5.056413
177837,11.502815
652,9.344406
17280,37.569775
69923,23.299381
295024,17.53515
270197,204.80368
220862,7.5193
364818,160.03795
172298,38.2083
38748,18.828432
321077,13.574307
240385,12.386735
346243,49.844616
302439,17.038002
1589,343.42395
400091,18.906706
143546,156.05508
6333,57.449093
267388,65.931854
110717,33.62115
338465,15.682209
266935,6.2294664
469224,10.178734
220969,15.55414
43345,22.409071
256266,18.55052
257034,15.852373
458757,42.768898
470045,20.746702
329186,13.501276
308862,50.222294
426956,306.38834
3570,10.885999
408490,13.12914
271166,7.725159
274054,55.592976
21699,8.292036
235723,14.698608
363187,23.653349
439485,89.55929
423435,173.17097
176870,20.900719
105170,88.8518
158977,60.11998
464555,8.570127
37388,32.239666
104197,14.699382
107629,18.017355
330467,37.05838
217502,12.335018
312894,11.543342
253757,14.868875
434813,19.905554
167731,10.601454
204292,8.060554
349992,8.973898
231,10.35802
356972,25.253551
245009,50.525974
111589,182.1228
160574,23.712013
102943,14.587345
347902,16.065262
348502,67.59234
56353,28.069176
23254,9.705817
421605,28.848473
318209,58.22942
464322,48.88754
169782,43.26288
80036,27.11917
101322,52.791073
458288,46.331432
434534,13.658919
259243,16.009027
308815,262.0208
405336,28.146782
445012,15.54135
443383,104.05134
132859,28.399939
355811,5.853718
32751,25.34087
134893,24.144648
322364,12.893982
404268,9.949068
104558,83.57453
373083,10.938808
376338,12.386735
55630,9.215671
189009,16.73503
447909,16.0344
417098,9.246951
162010,58.116764
368021,65.11164
340055,12.37143
298240,17.923994
198562,18.981516
212242,44.217358
188658,101.280304
468057,53.272705
437388,129.33142
243677,86.84971
34470,64.2681
86970,13.279465
420340,10.098207
195683,9.890927
85945,27.0694
203219,173.50685
319075,42.13386
141261,15.4268055
398556,27.071583
123170,35.893456
285141,12.038845
26619,10.393388
226392,68.8105
78849,29.11761
408609,67.94305
417634,26.755774
356996,45.74598
70664,9.971783
154107,45.169968
390829,123.27626
350022,12.311651
216387,18.970291
110821,119.686844
423735,58.718323
48718,55.193165
75709,10.092402
8785,8.0093975
432736,56.624596
367292,14.515949
120227,7.828669
33627,62.17738
254460,30.832888
129369,430.1654
191094,9.197979
352108,70.125534
194238,18.41126
287938,9.9981985
241957,11.502815
317368,13.7437525
137423,8.610848
115008,69.00466
178029,46.783184
221123,42.206135
55374,16.287212
335503,31.72471
266787,8.69718
221984,20.857065
56729,6.556152
451320,28.439459
408705,6.1672583
304717,10.687766
322104,33.035664
303140,8.131996
108660,41.020645
411757,64.901855
230439,51.9042
283505,248.71872
215278,27.250166
302828,253.06778
454304,102.818436
72971,22.641998
342305,19.531393
245192,42.869545
409931,12.95619
363475,89.83052
235265,77.23489
151840,21.528114
304774,17.744465
154165,8.700118
261364,22.678974
205106,38.937767
411282,87.38751
431217,8.27387
449770,303.0133
374589,12.622455
376741,31.70238
272003,14.018408
401862,46.80609
459723,27.325193
387292,8.476917
297404,33.837048
226593,81.06244
133648,25.421633
196113,11.182599
205490,26.594769
313950,9.567539
402158,7.918972
296179,4.82084
106551,18.845083
340662,201.10095
422806,156.33176
189188,161.78204
188545,39.926205
236731,39.129875
297670,31.346033
321994,10.501477
170820,10.2360525
415657,204.03688
33118,23.276087
95240,23.580278
140675,31.746447
145879,35.43174
190579,10.178734
181588,14.590689
105084,7.412268
34531,22.454126
179805,15.744417
340728,28.64268
94366,133.70819
361963,9.823552
427094,67.65242
332836,16.944458
339234,35.205204
4331,32.700306
26273,46.683144
24864,76.23119
192603,16.193577
367750,489.11884
295569,261.16043
153875,75.59935
279875,142.17198
410128,15.731406
86999,58.083927
164642,100.45918
242728,31.53484
429256,128.56319
26127,9.9981985
121040,9.608795
147653,38.108
402607,9.573851
359511,9.26681
308180,8.826583
50231,16.285109
325669,86.75131
161146,20.648193
207247,25.980831
252147,10.316586
319347,14.109727
276274,44.767517
277973,54.47094
57697,131.64574
463411,75.35622
54176,43.175507
139047,27.509075
73429,5.8778405
251624,10.635332
390080,7.97232
94343,36.202816
381866,121.81996
5502,34.402462
86011,27.430132
347515,11.47241
193836,64.79778
8552,42.033447
396896,8.415489
452760,15.385849
48312,10.727617
136642,6.9166
152013,24.614893
13406,10.7464075
241127,75.24408
168216,115.56655
310316,25.679989
12758,122.355385
198717,48.7959
392973,27.453037
208595,24.656992
93593,70.95385
403014,46.55141
271151,14.9516735
104591,4.939325
113551,16.552868
419180,9.260187
134658,49.811604
153539,10.8302965
59797,67.179344
255977,24.178963
192214,109.83128
421967,101.830025
177099,10.591179
398460,11.342516
109349,6.848727
18965,72.41801
115244,18.822737
58462,9.100291
61817,11.187008
393212,107.88561
228405,24.187351
118437,26.112185
408103,10.383683
253281,16.213156
144765,19.975645
464867,54.7494
55695,35.342148
274873,7.2322845
20482,13.512099
382078,62.875694
389546,68.03233
465764,12.368119
113917,65.7815
332896,20.350208
28555,9.01986
198890,19.975645
39336,37.277557
145732,11.292142
272715,30.631472
85897,225.42531
191614,47.327328
12996,19.793266
51750,95.229454
169393,28.12767
10944,16.358055
212588,32.474045
225777,23.276087
267092,22.072153
63567,5.6506863
131225,22.986345
119787,6.394754
404312,18.655455
268262,7.4656196
324849,34.844772
396357,9.188045
307655,11.643657
372078,11.137648
70922,147.31303
404817,19.483452
430294,34.512188
446195,16.0344
371740,44.78864
234328,15.457225
453901,49.59188
417919,137.59454
13293,46.630894
122929,48.9464
141938,185.63174
383345,16.66688
429221,56.21896
348444,20.056345
259350,78.694
43879,10.10027
157905,26.81235
95069,10.870888
400348,53.003258
267397,88.27047
133417,48.647835
103046,34.277836
11513,9.197979
96174,79.589516
374201,60.94401
262045,12.125125
69504,9.95662
254731,13.734085
220928,33.361275
356044,150.4472
47340,71.58225
72304,9.3768635
155631,16.054806
347922,89.73555
211985,59.14964
226489,291.24783
211807,11.261479
182988,11.923042
72023,86.35186
195932,41.832607
218177,25.34911
185166,15.272416
57246,24.98618
333985,27.217924
202757,15.972474
230846,7.918972
46711,12.339686
349370,20.927967
437804,140.71967
387368,71.63128
235510,8.504277
87868,24.977129
397942,42.123302
178500,16.275364
232763,15.1949
469342,90.06019
446336,31.198132
202657,26.673111
147488,261.64755
304258,34.996906
334882,31.478085
286186,186.12485
274999,11.757115
177553,8.91169
118494,35.635006
450378,15.734559
333375,31.287687
66983,53.39751
295196,7.7750382
469498,355.91888
443438,64.79778
228777,5.9379787
155870,96.53116
272169,15.850315
454160,66.6898
440118,8.169613
244073,15.808346
203810,8.867885
361905,20.191381
5388,6.615821
308915,64.60359
270787,25.346605
162844,24.844135
450203,55.81082
134345,12.331334
122269,14.974463
144508,74.31596
420895,59.144318
342458,16.717777
166313,11.373327
416356,45.283794
108804,13.767239
108445,10.663234
128509,30.576126
213004,5.3734164
36913,97.83065
77709,96.894356
10930,76.55976
126422,30.447157
265976,16.728224
161150,24.56959
2285,9.359321
409151,10.753431
389871,5.5562935
400256,17.975264
96468,14.936558
355831,74.99874
460183,16.557087
199399,29.362528
110816,19.925215
154945,37.708294
297378,19.716639
270980,13.946197
69926,13.544377
436726,10.958827
84027,8.610848
382860,54.356953
372253,189.34512
311606,19.04936
394549,75.02539
106694,284.2928
90488,38.377872
391771,4.4537883
253983,18.987152
3509,36.534203
137334,165.01886
13055,14.634887
424438,116.001495
418501,19.84911
318259,217.10669
162235,7.126973
27056,170.42831
329672,117.37005
315052,36.481426
163456,44.484978
206545,5.8778405
15082,8.660106
173219,13.473074
328806,21.651176
237139,53.44185
314974,135.23186
188752,108.407104
471024,36.23795
28721,17.173498
280710,263.97092
303360,78.91545
344329,32.265007
387087,189.41173
101407,601.90717
332808,10.7853365
243010,32.095795
170061,15.769889
216972,37.832592
21973,19.472353
32600,11.211257
142738,41.014194
389012,12.755882
388704,13.33885
229876,11.643223
249496,12.961127
46450,24.800865
367934,15.744417
167485,15.152067
245578,11.208645
410485,17.178995
68056,30.08031
429379,18.603142
17650,6.7512746
259855,10.372778
250828,13.781782
187462,36.543636
418111,33.329037
348758,105.48382
28683,56.625164
383574,60.17732
187041,31.28891
406476,11.330969
339433,34.376377
131308,40.861
168476,48.647835
5077,53.959476
447317,7.1891813
131173,66.12109
95795,7.662951
233492,48.563152
429314,7.9186893
116253,13.811085
31659,32.923634
153233,13.544377
93107,56.153233
323066,65.76018
193274,185.58736
19968,11.596561
228143,12.9989605
132505,310.87585
344859,11.292142
362323,35.98412
273908,10.714704
421985,33.84294
460311,201.78792
404733,19.178785
435731,257.16998
371194,7.8378015
44111,93.174355
165532,13.210802
373412,8.491321
442752,7.7651954
20511,81.62085
384214,19.276846
233236,23.068615
44499,7.126973
29528,10.879287
337298,22.802328
259001,15.417579
251326,5.7639766
391472,41.182632
115765,8.85431
274177,56.602997
82991,18.63355
161473,20.882853
464468,108.4904
202181,12.564385
465255,77.34937
358048,11.185422
331901,221.53001
137248,61.14505
224177,28.831781
353576,18.88462
408125,9.286168
121745,27.625301
140515,93.215775
434369,30.447157
146509,61.775173
130773,40.142212
145140,53.272705
409093,8.878604
452561,5.585734
162850,35.617405
18539,303.84222
189751,31.69017
11083,16.172304
468120,9.297112
86667,38.875557
63299,17.548683
270377,24.62734
36798,17.531088
229930,6.0686584
333641,13.805072
146132,18.817698
19227,64.04546
105203,17.808208
322165,12.171053
186898,12.155969
265715,7.4744763
267258,10.094889
462251,64.68873
39312,44.41542
431888,11.8327
179642,15.682209
214759,21.967892
26670,11.509426
239072,6.0487943
29149,29.450886
47840,13.061169
380697,7.9808974
411168,7.581508
100249,13.644349
33924,41.152695
446279,383.5732
253940,8.988636
367215,65.55309
435854,84.97567
329522,26.61631
144080,28.261944
248370,12.281202
123730,14.31743
386897,19.248438
185100,12.917272
413112,14.505379
459973,33.334778
337896,12.713276
224196,63.61333
248969,7.222468
330030,67.85465
177910,9.608795
86451,15.972474
131296,12.583725
336758,7.222468
168776,11.011715
99407,18.236383
321141,45.67131
418512,25.996672
185063,39.13844
15106,9.197979
171068,39.834873
138591,38.30992
277894,102.163925
249818,6.1672583
